Date,High,Low,Open,Close,Volume,Adj Close
27-11-2007,16.847601,16.195793,16.807003,16.776367,357515050,16.776367
28-11-2007,17.292683,16.740751,16.989071,17.241873,317846919,17.241873
29-11-2007,17.504141,17.130041,17.204264,17.359932,249250764,17.359932
30-11-2007,17.710117,16.989071,17.708624,17.260303,317003771,17.260303
03-12-2007,17.310118,16.964911,17.210739,16.974625,173652461,16.974625
04-12-2007,17.235397,16.864786,16.894426,17.040129,169906473,17.040129
05-12-2007,17.408001,17.123318,17.253578,17.397539,169015145,17.397539
06-12-2007,17.847105,17.36018,17.379856,17.814726,197096005,17.814726
07-12-2007,17.882971,17.696171,17.808001,17.805012,154661545,17.805012
10-12-2007,18.052336,17.783344,17.832909,17.893431,154826159,17.893431
11-12-2007,17.957441,17.404264,17.93129,17.414724,246484434,17.414724
12-12-2007,17.791313,17.148224,17.783344,17.418461,247287433,17.418461
13-12-2007,17.375374,16.966656,17.342745,17.286455,202387766,17.286455
14-12-2007,17.427179,17.11734,17.123568,17.184587,147490767,17.184587
17-12-2007,17.320578,16.529793,17.135771,16.668274,220262515,16.668274
18-12-2007,16.854574,16.251585,16.791063,16.770889,287742502,16.770889
19-12-2007,16.924065,16.662544,16.792309,16.871014,177506855,16.871014
20-12-2007,17.210491,16.951712,17.081724,17.177862,177551020,17.177862
21-12-2007,17.41622,17.266281,17.381849,17.352209,216086922,17.352209
24-12-2007,17.452831,17.261799,17.309868,17.452831,65380146,17.452831
26-12-2007,17.763916,17.390068,17.409494,17.704639,101579322,17.704639
27-12-2007,17.833157,17.453081,17.610741,17.453081,118141168,17.453081
28-12-2007,17.632658,17.348475,17.55744,17.497663,102892225,17.497663
31-12-2007,17.496668,17.200029,17.399035,17.222446,95404263,17.222446
02-01-2008,17.369146,16.87998,17.257067,17.065783,172921733,17.065783
03-01-2008,17.107128,16.849842,17.067528,17.069269,130587647,17.069269
04-01-2008,16.960428,16.313852,16.928797,16.363665,215195594,16.363665
07-01-2008,16.495173,15.874249,16.287451,16.170637,257096061,16.170637
08-01-2008,16.437389,15.716092,16.264038,15.733029,214364490,15.733029
09-01-2008,16.272507,15.504635,15.692182,16.26902,270598482,16.26902
10-01-2008,16.368647,15.942992,16.065035,16.107874,254317685,16.107874
11-01-2008,16.176119,15.693925,16.0075,15.896665,199826201,15.896665
14-01-2008,16.373629,16.071012,16.217712,16.284462,178566813,16.284462
15-01-2008,16.165657,15.825183,16.0872,15.881721,223562839,15.881721
16-01-2008,15.940003,14.992056,15.665532,15.341247,423983259,15.341247
17-01-2008,15.585083,14.894422,15.461048,14.963663,329903943,14.963663
18-01-2008,15.192804,14.905381,15.152206,14.950213,342864341,14.950213
22-01-2008,14.88172,13.977608,13.998281,14.554197,381484558,14.554197
23-01-2008,14.146974,12.926548,13.965404,13.664283,681171664,13.664283
24-01-2008,14.438132,13.801768,13.917833,14.308618,377445475,14.308618
25-01-2008,14.819453,14.101644,14.740001,14.107123,279684411,14.107123
28-01-2008,14.252578,13.663785,14.220946,13.847596,233540097,13.847596
29-01-2008,13.980846,13.466275,13.959427,13.711606,252262009,13.711606
30-01-2008,13.95843,13.53701,13.67848,13.655566,318774383,13.655566
31-01-2008,14.271507,13.307371,13.42493,14.054819,597081651,14.054819
01-02-2008,13.366649,12.702388,13.167395,12.849338,706658840,12.849338
04-02-2008,12.771629,12.267767,12.679225,12.339499,528256642,12.339499
05-02-2008,12.677482,12.167394,12.190059,12.622687,449811709,12.622687
06-02-2008,12.731529,12.401765,12.730782,12.495912,306600924,12.495912
07-02-2008,12.806747,12.322811,12.375115,12.57661,318344779,12.57661
08-02-2008,12.894917,12.67001,12.687693,12.869014,274179856,12.869014
11-02-2008,13.043858,12.787071,12.964406,12.980346,233913491,12.980346
12-02-2008,13.215465,12.777855,13.035888,12.903883,267490877,12.903883
13-02-2008,13.324805,12.918827,13.013721,13.31559,265981240,13.31559
14-02-2008,13.475491,13.225428,13.408492,13.256561,260039050,13.256561
15-02-2008,13.266773,13.059301,13.158429,13.191555,210389647,13.191555
19-02-2008,13.326549,12.615215,13.32356,12.676236,254968114,12.676236
20-02-2008,12.727544,12.423932,12.540744,12.677482,267486862,12.677482
21-02-2008,12.782339,12.440869,12.773372,12.524555,227963272,12.524555
22-02-2008,12.677482,12.392301,12.50463,12.647594,221462998,12.647594
25-02-2008,12.615215,12.098153,12.601516,12.115588,336167332,12.115588
26-02-2008,11.618202,11.129534,11.486944,11.561415,934983461,11.561415
27-02-2008,11.84286,11.44809,11.460294,11.777356,406393575,11.777356
28-02-2008,11.932524,11.640369,11.718576,11.840369,264463573,11.840369
29-02-2008,11.948713,11.572872,11.752698,11.735512,378429149,11.735512
03-03-2008,11.773869,11.210729,11.743732,11.382834,303312645,11.382834
04-03-2008,11.291676,10.853817,11.231651,11.073494,546910299,11.073494
05-03-2008,11.31185,11.05855,11.089683,11.150704,298578968,11.150704
06-03-2008,11.290182,10.739247,11.150455,10.777105,299923991,10.777105
07-03-2008,10.958923,10.616208,10.681961,10.793294,324082204,10.793294
10-03-2008,10.734763,10.28744,10.680716,10.301886,320701579,10.301886
11-03-2008,10.962659,10.576606,10.591799,10.954938,354399416,10.954938
12-03-2008,11.155188,10.910853,10.959172,10.963406,267073318,10.963406
13-03-2008,11.132772,10.679471,10.776358,11.033892,310222448,11.033892
14-03-2008,11.191551,10.725299,11.033145,10.907117,263961699,10.907117
17-03-2008,10.80226,10.264277,10.659794,10.457553,316710676,10.457553
18-03-2008,10.979845,10.598524,10.684452,10.938002,290573072,10.938002
19-03-2008,11.145723,10.751451,10.98657,10.75967,248086416,10.75967
20-03-2008,10.851825,10.398524,10.643107,10.798275,398022314,10.798275
24-03-2008,11.601017,10.902136,10.91982,11.471004,271554050,11.471004
25-03-2008,11.394042,11.108363,11.393793,11.227417,234138331,11.227417
26-03-2008,11.528538,11.190306,11.272498,11.411975,209811488,11.411975
27-03-2008,11.173369,10.971128,11.108363,11.060542,234162421,11.060542
28-03-2008,11.296906,10.817204,11.144727,10.911103,175704123,10.911103
31-03-2008,11.025922,10.759919,10.85033,10.970629,178522648,10.970629
01-04-2008,11.618949,11.130032,11.151701,11.599273,244637537,11.599273
02-04-2008,11.849087,11.46677,11.703632,11.599024,240859429,11.599024
03-04-2008,11.538999,11.161414,11.500145,11.335512,272152284,11.335512
04-04-2008,11.901142,11.362411,11.382585,11.733271,236772166,11.733271
07-04-2008,12.090681,11.794043,11.881216,11.875986,238631108,11.875986
08-04-2008,11.809236,11.507118,11.781839,11.651577,182561731,11.651577
09-04-2008,11.755936,11.395786,11.684454,11.561415,242830791,11.561415
10-04-2008,11.802262,11.503133,11.580593,11.683208,203656504,11.683208
11-04-2008,11.637878,11.332772,11.558426,11.393544,167413162,11.393544
14-04-2008,11.393544,11.211726,11.386321,11.249335,154280120,11.249335
15-04-2008,11.450082,11.051576,11.410481,11.129285,183790319,11.129285
16-04-2008,11.414217,10.98383,11.068512,11.33327,306372069,11.33327
17-04-2008,11.441365,11.121315,11.348214,11.196533,536122013,11.196533
18-04-2008,13.641369,13.070259,13.330285,13.434893,732158060,13.434893
21-04-2008,13.514096,13.207744,13.434395,13.394544,298703433,13.394544
22-04-2008,13.968393,13.388815,13.389064,13.823187,318730218,13.823187
23-04-2008,13.930535,13.473249,13.896413,13.611232,197597880,13.611232
24-04-2008,13.810485,13.450086,13.730784,13.525304,166023975,13.525304
25-04-2008,13.773374,13.517583,13.674246,13.550709,167200368,13.550709
28-04-2008,13.868268,13.424681,13.596039,13.751456,160945009,13.751456
29-04-2008,14.032403,13.698903,13.719327,13.909613,174491595,13.909613
30-04-2008,14.5669,13.909613,14.002764,14.303636,317304895,14.303636
01-05-2008,14.81771,14.370386,14.403761,14.771632,265101957,14.771632
02-05-2008,15.005008,14.428419,14.906377,14.477983,281001329,14.477983
05-05-2008,14.91908,14.623438,14.915593,14.816962,252181709,14.816962
06-05-2008,14.744733,14.520573,14.719826,14.60426,185866070,14.60426
07-05-2008,14.931284,14.356937,14.701645,14.420947,265511486,14.420947
08-05-2008,14.677485,14.418705,14.600275,14.520822,205684075,14.520822
09-05-2008,14.570387,14.229166,14.420947,14.276488,180068420,14.276488
12-05-2008,14.613973,14.169639,14.315094,14.568892,195285244,14.568892
13-05-2008,14.643861,14.409739,14.601022,14.520573,207314163,14.520573
14-05-2008,14.724559,14.327547,14.607498,14.353699,175688063,14.353699
15-05-2008,14.519328,14.336513,14.420947,14.47076,174359100,14.47076
16-05-2008,14.562416,14.40401,14.48147,14.447597,171604815,14.447597
19-05-2008,14.667024,14.284458,14.409739,14.384085,225020282,14.384085
20-05-2008,14.507622,14.269265,14.312105,14.410984,133040807,14.410984
21-05-2008,14.480972,13.646101,14.408992,13.698405,259693761,13.698405
22-05-2008,13.803511,13.455814,13.747222,13.685204,203813089,13.685204
23-05-2008,13.773374,13.395042,13.622938,13.564656,177924414,13.564656
27-05-2008,14.012478,13.545478,13.573125,13.970136,155199554,13.970136
28-05-2008,14.233898,13.975118,14.145479,14.152951,162623276,14.152951
29-05-2008,14.592304,14.276488,14.31609,14.520573,194526410,14.520573
30-05-2008,14.692927,14.478232,14.532279,14.590312,129491554,14.590312
02-06-2008,14.54274,14.228418,14.50812,14.32132,147518872,14.32132
03-06-2008,14.458307,13.962914,14.35868,14.129539,172857493,14.129539
04-06-2008,14.39604,14.061046,14.080473,14.25208,135032244,14.25208
05-06-2008,14.646103,14.351457,14.373126,14.602765,157255230,14.602765
06-06-2008,14.463786,14.122067,14.439627,14.122067,190089843,14.122067
09-06-2008,14.196787,13.584084,14.148468,13.894669,212324874,13.894669
10-06-2008,13.918331,13.618455,13.687695,13.802515,146844353,13.802515
11-06-2008,13.881469,13.560671,13.854072,13.579102,153087667,13.579102
12-06-2008,13.897907,13.620945,13.66777,13.772129,220487355,13.772129
13-06-2008,14.338755,13.981095,13.984831,14.234396,248303226,14.234396
16-06-2008,14.423437,14.109614,14.109614,14.266775,142243171,14.266775
17-06-2008,14.397784,14.156438,14.354944,14.183337,139035192,14.183337
18-06-2008,14.171631,13.926799,14.060049,14.006998,135754943,14.006998
19-06-2008,14.041868,13.718828,13.831905,13.952702,228176066,13.952702
20-06-2008,13.872502,13.561917,13.872502,13.609737,240221045,13.609737
23-06-2008,13.77711,13.499899,13.583087,13.579351,145981130,13.579351
24-06-2008,13.728293,13.327545,13.577608,13.506873,187604562,13.506873
25-06-2008,13.892926,13.540995,13.573374,13.723561,165506041,13.723561
26-06-2008,13.572377,13.157184,13.551705,13.171131,227228528,13.171131
27-06-2008,13.200521,12.829163,13.142738,13.152451,218716743,13.152451
30-06-2008,13.399774,13.027669,13.262041,13.111355,151176531,13.111355
01-07-2008,13.367894,12.876735,12.940994,13.31833,199139637,13.31833
02-07-2008,13.459052,13.102389,13.362663,13.126798,169553154,13.126798
03-07-2008,13.43041,13.138255,13.222439,13.374868,96379907,13.374868
07-07-2008,13.673747,13.339998,13.506873,13.546973,170845981,13.546973
08-07-2008,13.82792,13.449588,13.598778,13.811481,198035514,13.811481
09-07-2008,13.840124,13.467769,13.717583,13.488193,166782808,13.488193
10-07-2008,13.686201,13.218454,13.574121,13.463784,173917451,13.463784
11-07-2008,13.437134,12.937258,13.362414,13.295166,200002860,13.295166
14-07-2008,13.451082,12.83813,13.424681,12.991804,177655409,12.991804
15-07-2008,13.138255,12.480719,12.858802,12.85407,243750224,12.85407
16-07-2008,13.362414,12.717332,12.803011,13.339998,190398997,13.339998
17-07-2008,13.376113,13.063535,13.304133,13.2862,352813493,13.2862
18-07-2008,12.427917,11.910108,12.412226,11.988066,453389067,11.988066
21-07-2008,12.057057,11.599024,11.977107,11.676235,236944811,11.676235
22-07-2008,11.961416,11.596533,11.624429,11.883209,188363396,11.883209
23-07-2008,12.38433,11.907866,11.995289,12.184828,196497772,12.184828
24-07-2008,12.375364,11.846098,12.37113,11.846098,142166886,11.846098
25-07-2008,12.282213,11.992549,12.116833,12.253571,127817302,12.253571
28-07-2008,12.25631,11.833894,12.25631,11.883458,126873778,11.883458
29-07-2008,12.136011,11.905376,11.937754,12.032649,112532223,12.032649
30-07-2008,12.105127,11.77611,12.092176,12.022437,140151360,12.022437
31-07-2008,11.977356,11.741988,11.819697,11.799522,115033564,11.799522
01-08-2008,11.786322,11.519323,11.768638,11.652822,120766974,11.652822
04-08-2008,11.781092,11.504379,11.659298,11.531776,99852875,11.531776
05-08-2008,11.957182,11.614715,11.646098,11.951453,143917423,11.951453
06-08-2008,12.198527,11.768638,11.914591,12.113097,135538133,12.113097
07-08-2008,12.054816,11.865774,12.005002,11.933271,111367875,11.933271
08-08-2008,12.347469,11.847841,11.958925,12.329038,150132633,12.329038
11-08-2008,12.674493,12.248589,12.265775,12.474243,170207597,12.474243
12-08-2008,12.606,12.403509,12.503135,12.518328,110641162,12.518328
13-08-2008,12.541491,12.300893,12.493173,12.454069,145563571,12.454069
14-08-2008,12.642861,12.360918,12.396037,12.590059,117181585,12.590059
15-08-2008,12.718827,12.590308,12.627419,12.706124,142359606,12.706124
18-08-2008,12.702388,12.341491,12.698403,12.410981,133855851,12.410981
19-08-2008,12.410482,12.12032,12.214965,12.216709,122316761,12.216709
20-08-2008,12.370881,12.019199,12.321815,12.079722,159881036,12.079722
21-08-2008,12.201765,11.937007,12.027916,12.117829,141090868,12.117829
22-08-2008,12.3258,12.191304,12.241615,12.21895,92232419,12.21895
25-08-2008,12.378602,11.992549,12.107369,12.030158,80874004,12.030158
26-08-2008,12.041366,11.720817,12.041366,11.809734,132823998,11.809734
27-08-2008,11.826422,11.577604,11.799024,11.670755,176141757,11.670755
28-08-2008,11.86677,11.714342,11.76814,11.80027,121642242,11.80027
29-08-2008,11.731278,11.515089,11.699896,11.538999,154504960,11.538999
02-09-2008,12.009486,11.492424,11.874741,11.587816,245376296,11.587816
03-09-2008,11.812972,11.446595,11.674491,11.566894,173230887,11.566894
04-09-2008,11.537754,11.193046,11.457056,11.214465,194666935,11.214465
05-09-2008,11.26926,10.960916,11.095661,11.064777,182051827,11.064777
08-09-2008,11.281215,10.399769,11.258301,10.459545,362068052,10.459545
09-09-2008,10.769135,10.336257,10.539744,10.427415,290267933,10.427415
10-09-2008,10.572372,10.203754,10.572123,10.315336,250005583,10.315336
11-09-2008,10.836632,10.121562,10.170628,10.803257,259826256,10.803257
12-09-2008,11.008487,10.68495,10.715087,10.900642,242023777,10.900642
15-09-2008,11.007989,10.553194,10.560417,10.805996,263680649,10.805996
16-09-2008,11.190057,10.597528,10.609234,11.0319,280676114,11.0319
17-09-2008,10.937504,10.297403,10.921065,10.323555,366444394,10.323555
18-09-2008,10.9385,10.224177,10.526544,10.936009,344863807,10.936009
19-09-2008,11.508613,11.040617,11.481963,11.186819,401740198,11.186819
22-09-2008,11.310854,10.68495,11.310854,10.713344,176952786,10.713344
23-09-2008,10.9786,10.603256,10.790803,10.691675,208948265,10.691675
24-09-2008,11.083456,10.712597,10.718325,10.83713,170316002,10.83713
25-09-2008,11.20799,10.858799,10.930032,10.948961,201564693,10.948961
26-09-2008,10.888188,10.486444,10.660044,10.73576,212493504,10.73576
29-09-2008,10.548213,9.482208,10.448586,9.489431,432129680,9.489431
30-09-2008,10.587316,9.771374,9.862533,9.975609,123914728,9.975609
01-10-2008,10.385572,10.039868,10.240367,10.254563,250326782,10.254563
02-10-2008,10.211226,9.613965,10.206494,9.725795,240293315,9.725795
03-10-2008,10.273991,9.540988,9.896655,9.63663,320914374,9.63663
06-10-2008,9.364649,8.895657,9.314587,9.245595,450506303,9.245595
07-10-2008,9.339493,8.602008,9.298397,8.617948,443833384,8.617948
08-10-2008,8.941236,8.122306,8.223178,8.421185,474829130,8.421185
09-10-2008,8.681709,8.01172,8.580837,8.193788,324210683,8.193788
10-10-2008,8.515332,7.728532,7.799765,8.269006,425500926,8.269006
13-10-2008,9.513093,8.611472,8.861535,9.489929,357555200,9.489929
14-10-2008,9.825671,8.891672,9.801512,9.033889,312559174,9.033889
15-10-2008,8.941485,8.439118,8.833141,8.447586,269863738,8.447586
16-10-2008,8.879219,7.707112,8.287935,8.792543,652022815,8.792543
17-10-2008,9.613965,9.05481,9.438622,9.278721,572104380,9.278721
20-10-2008,9.488933,8.95618,9.458298,9.447588,271148536,9.447588
21-10-2008,9.558672,9.016205,9.274985,9.034885,232146894,9.034885
22-10-2008,9.207737,8.567885,8.891423,8.858546,263383540,8.858546
23-10-2008,8.916578,8.418197,8.808235,8.775109,260127380,8.775109
24-10-2008,8.729031,8.088184,8.131272,8.450575,295463334,8.450575
27-10-2008,8.542979,8.109603,8.338993,8.20649,248957670,8.20649
28-10-2008,9.198273,8.182082,8.444598,9.184325,325431241,9.184325
29-10-2008,9.240365,8.776354,9.110601,8.916578,391726805,8.916578
30-10-2008,9.265271,8.925794,9.177102,8.958671,320753774,8.958671
31-10-2008,9.264275,8.823677,8.87075,8.950452,298044974,8.950452
03-11-2008,9.040863,8.503875,8.906118,8.629903,239072757,8.629903
04-11-2008,9.274238,8.605245,8.803004,9.139244,295097969,9.139244
05-11-2008,9.187563,8.500887,9.019941,8.52405,278901487,8.52405
06-11-2008,8.578346,8.114834,8.467512,8.249579,344277618,8.249579
07-11-2008,8.496902,8.102878,8.296901,8.247586,187953866,8.247586
10-11-2008,8.205245,7.707859,8.169379,7.93974,324415448,7.93974
11-11-2008,7.877971,7.484945,7.688432,7.757423,407385278,7.757423
12-11-2008,7.783077,7.167136,7.523052,7.247833,403550960,7.247833
13-11-2008,7.79578,6.97386,7.267011,7.772865,531372276,7.772865
14-11-2008,8.09441,7.535754,7.55294,7.721558,382110897,7.721558
17-11-2008,7.725045,7.420935,7.546713,7.474982,302883041,7.474982
18-11-2008,7.564895,7.107111,7.511097,7.407734,335095329,7.407734
19-11-2008,7.476725,6.938493,7.357174,6.978343,314558640,6.978343
20-11-2008,7.047086,6.451817,6.846587,6.464768,392642224,6.464768
21-11-2008,6.709103,6.159413,6.538243,6.536251,411315956,6.536251
24-11-2008,6.723548,6.202003,6.706363,6.411966,403695499,6.411966
25-11-2008,7.139739,6.658044,6.691917,7.024919,432462924,7.024919
26-11-2008,7.358917,6.879215,6.980834,7.274982,255217044,7.274982
28-11-2008,7.383575,7.180087,7.237373,7.29665,103004645,7.29665
01-12-2008,7.157671,6.624669,7.140237,6.624918,229304279,6.624918
02-12-2008,6.918568,6.539987,6.718069,6.852067,234463545,6.852067
03-12-2008,7.007733,6.608729,6.721058,6.959663,237077306,6.959663
04-12-2008,7.060784,6.694159,6.887434,6.832889,196196647,6.832889
05-12-2008,7.079464,6.575852,6.750199,7.073238,261825722,7.073238
08-12-2008,7.707112,7.023674,7.222678,7.524546,326993073,7.524546
09-12-2008,7.920313,7.397522,7.414459,7.620686,276629001,7.620686
10-12-2008,7.843102,7.584322,7.702131,7.69167,210265182,7.69167
11-12-2008,7.792791,7.417199,7.575854,7.477473,248094446,7.477473
12-12-2008,7.882206,7.322553,7.365144,7.864522,229741913,7.864522
15-12-2008,7.932517,7.599266,7.820935,7.737747,270526212,7.737747
16-12-2008,8.206739,7.752691,7.833638,8.101633,283442445,8.101633
17-12-2008,8.023177,7.781334,7.936253,7.85157,232456049,7.85157
18-12-2008,7.978843,7.698893,7.887934,7.728033,191254191,7.728033
19-12-2008,7.915082,7.696153,7.745717,7.725294,225345496,7.725294
22-12-2008,7.708606,7.238618,7.685194,7.400013,157291365,7.400013
23-12-2008,7.554434,7.389054,7.482703,7.422678,151674390,7.422678
24-12-2008,7.629901,7.431644,7.508855,7.545468,77148090,7.545468
26-12-2008,7.603002,7.429901,7.573363,7.48096,78657728,7.48096
29-12-2008,7.506364,7.262279,7.477473,7.407734,148631025,7.407734
30-12-2008,7.641607,7.439864,7.491918,7.549453,154316255,7.549453
31-12-2008,7.745966,7.536999,7.576601,7.662529,115904817,7.662529
02-01-2009,8.015456,7.60898,7.68619,8.003003,144961322,8.003003
05-01-2009,8.250077,7.845593,7.995033,8.170624,196293007,8.170624
06-01-2009,8.488184,8.129279,8.293414,8.320313,257971329,8.320313
07-01-2009,8.241857,7.938993,8.177349,8.020188,180453860,8.020188
08-01-2009,8.099391,7.903874,7.927287,8.099391,144567852,8.099391
09-01-2009,8.156926,7.805742,8.156926,7.847336,174270770,7.847336
12-01-2009,7.943974,7.726788,7.87822,7.788058,132667413,7.788058
13-01-2009,7.98507,7.730773,7.765144,7.828656,177964564,7.828656
14-01-2009,7.815705,7.415953,7.72106,7.496153,219535801,7.496153
15-01-2009,7.561159,7.142976,7.41147,7.446837,238269759,7.446837
16-01-2009,7.677473,7.364895,7.597024,7.463774,209759293,7.463774
20-01-2009,7.45954,7.042354,7.450573,7.042354,202684876,7.042354
21-01-2009,7.559166,7.181831,7.181831,7.548706,197718329,7.548706
22-01-2009,7.70487,7.351196,7.423176,7.633886,331919470,7.633886
23-01-2009,8.268009,7.577099,7.702878,8.087187,430921167,8.087187
26-01-2009,8.169379,7.984074,8.090923,8.066515,185119281,8.066515
27-01-2009,8.315581,8.076477,8.130774,8.256054,197830749,8.256054
28-01-2009,8.775358,8.376353,8.417947,8.684199,308809170,8.684199
29-01-2009,8.594037,8.470999,8.581335,8.550949,292444059,8.550949
30-01-2009,8.687437,8.368632,8.585071,8.431646,187580472,8.431646
02-02-2009,8.592792,8.269006,8.326042,8.482456,209056670,8.482456
03-02-2009,8.542979,8.314585,8.532269,8.479467,263243015,8.479467
04-02-2009,8.827911,8.447586,8.470002,8.542979,273718132,8.542979
05-02-2009,8.851323,8.393539,8.490924,8.809978,291665150,8.809978
06-02-2009,9.310353,8.852817,8.878222,9.247339,282579221,9.247339
09-02-2009,9.489431,9.14821,9.247339,9.433889,199838246,9.433889
10-02-2009,9.402258,8.913839,9.3644,8.929281,285213056,8.929281
11-02-2009,9.090925,8.792045,8.94024,8.917575,210048373,8.917575
12-02-2009,9.056554,8.754187,8.79603,9.042357,222844155,9.042357
13-02-2009,9.040863,8.847587,9.020937,8.908608,166489714,8.908608
17-02-2009,8.644847,8.460538,8.630401,8.534511,228067661,8.534511
18-02-2009,8.80151,8.48121,8.648583,8.794785,241883252,8.794785
19-02-2009,8.96141,8.503377,8.903378,8.534012,200295955,8.534012
20-02-2009,8.690426,8.343726,8.419691,8.628907,249616129,8.628907
23-02-2009,8.712344,8.207984,8.642605,8.220687,209626799,8.220687
24-02-2009,8.707861,8.241359,8.244597,8.604,244749957,8.604
25-02-2009,8.774611,8.44136,8.521808,8.509106,258529413,8.509106
26-02-2009,8.779343,8.397524,8.616702,8.398022,225064447,8.398022
27-02-2009,8.563402,8.246839,8.292667,8.418197,217612620,8.418197
02-03-2009,8.485694,8.119566,8.302132,8.148458,232407869,8.148458
03-03-2009,8.311098,8.028657,8.220936,8.106614,261970262,8.106614
04-03-2009,8.194286,7.855057,8.048831,7.943227,313908211,7.943227
05-03-2009,7.947212,7.537747,7.882455,7.612467,262175027,7.612467
06-03-2009,7.725792,7.32878,7.651819,7.685443,290452622,7.685443
09-03-2009,7.63563,7.209228,7.471495,7.245094,259822241,7.245094
10-03-2009,7.733513,7.32878,7.428407,7.67548,270217058,7.67548
11-03-2009,7.970126,7.61421,7.72355,7.918071,237832124,7.918071
12-03-2009,8.094659,7.811969,7.908856,8.058046,201717262,8.058046
13-03-2009,8.15593,7.945967,8.122057,8.080213,156841686,8.080213
16-03-2009,8.212468,7.935008,8.119317,7.962405,198613673,7.962405
17-03-2009,8.352194,7.947461,7.974609,8.352194,189206544,8.352194
18-03-2009,8.468259,8.170624,8.338993,8.296403,201239478,8.296403
19-03-2009,8.368632,8.153937,8.261036,8.217698,165064391,8.217698
20-03-2009,8.293663,8.128034,8.226664,8.223178,190226352,8.223178
23-03-2009,8.703627,8.29466,8.30786,8.682456,171500425,8.682456
24-03-2009,8.812967,8.567885,8.630152,8.64684,153372732,8.64684
25-03-2009,8.7507,8.374859,8.727288,8.569629,174102141,8.569629
26-03-2009,8.94547,8.679965,8.795283,8.799268,241032074,8.799268
27-03-2009,8.767139,8.604498,8.717325,8.66004,133410187,8.66004
30-03-2009,8.563153,8.369878,8.531771,8.535258,124227898,8.535258
31-03-2009,8.804748,8.622182,8.690675,8.669006,146760038,8.669006
01-04-2009,8.847836,8.483452,8.562406,8.819193,132542948,8.819193
02-04-2009,9.209481,8.974362,9.048833,9.028658,180192885,9.028658
03-04-2009,9.258298,8.916578,9.078472,9.209979,152160204,9.209979
06-04-2009,9.210975,9.001261,9.140738,9.171623,131703815,9.171623
07-04-2009,9.059792,8.84958,9.031149,8.932768,147755757,8.932768
08-04-2009,9.090925,8.871996,9.053565,9.016205,111022586,9.016205
09-04-2009,9.323802,9.122058,9.203005,9.277725,135811153,9.277725
13-04-2009,9.442109,9.22293,9.248584,9.417451,122461301,9.417451
14-04-2009,9.389556,9.105869,9.38831,9.18831,137658049,9.18831
15-04-2009,9.490926,9.070003,9.143229,9.452071,197967259,9.452071
16-04-2009,9.78582,9.489929,9.501885,9.682209,408931050,9.682209
17-04-2009,9.958174,9.584326,9.614463,9.769382,430840867,9.769382
20-04-2009,9.72978,9.362158,9.6177,9.44709,177820024,9.44709
21-04-2009,9.571623,9.367389,9.369132,9.501137,148370051,9.501137
22-04-2009,9.713591,9.439867,9.508111,9.560664,140597024,9.560664
23-04-2009,9.707364,9.492171,9.651574,9.581337,104751167,9.581337
24-04-2009,9.792794,9.476978,9.61521,9.700889,135923572,9.700889
27-04-2009,9.700889,9.533018,9.572619,9.612719,91967429,9.612719
28-04-2009,9.68993,9.502881,9.557925,9.556928,118185333,9.556928
29-04-2009,9.837377,9.60973,9.613217,9.750204,144941247,9.750204
30-04-2009,10.056057,9.833143,9.857053,9.862284,174881049,9.862284
01-05-2009,9.902633,9.752196,9.838871,9.805497,97471985,9.805497
04-05-2009,10.022433,9.832894,9.917078,10.011973,128600225,10.011973
05-05-2009,10.087191,9.894164,9.962159,10.037128,96391952,10.037128
06-05-2009,10.168885,9.987564,10.131774,10.049084,105710750,10.049084
07-05-2009,10.086942,9.775858,10.064775,9.878224,120441759,9.878224
08-05-2009,10.214962,9.838124,10.033641,10.145223,155183494,10.145223
11-05-2009,10.261537,9.992545,10.032396,10.161413,102755715,10.161413
12-05-2009,10.236382,9.840864,10.211973,9.938,152200354,9.938
13-05-2009,9.872745,9.672495,9.815459,9.702134,114138220,9.702134
14-05-2009,9.768635,9.581337,9.683703,9.651324,117920344,9.651324
15-05-2009,9.815957,9.690926,9.740988,9.713591,120799094,9.713591
18-05-2009,9.895659,9.599021,9.8314,9.883953,134570520,9.883953
19-05-2009,10.003504,9.788311,9.865522,9.934762,113925426,9.934762
20-05-2009,10.103878,9.838124,10.014712,9.892421,91702440,9.892421
21-05-2009,10.033392,9.809233,9.870503,9.875484,109199779,9.875484
22-05-2009,9.929034,9.763404,9.879469,9.800764,69001669,9.800764
26-05-2009,10.087191,9.713591,9.762159,10.07125,124645457,10.07125
27-05-2009,10.25805,10.082458,10.103131,10.101138,121826932,10.101138
28-05-2009,10.252073,10.077477,10.178847,10.221687,107152133,10.221687
29-05-2009,10.391799,10.229159,10.264277,10.391799,106325044,10.391799
01-06-2009,10.699894,10.424178,10.429159,10.624178,133394127,10.624178
02-06-2009,10.708861,10.545473,10.616457,10.670006,105337356,10.670006
03-06-2009,10.771127,10.560417,10.61023,10.750953,141841672,10.750953
04-06-2009,10.989808,10.821937,10.841862,10.965897,146069460,10.965897
05-06-2009,11.141738,10.945474,11.0852,11.06652,147783862,11.06652
08-06-2009,10.981837,10.812472,10.94647,10.928288,124412588,10.928288
09-06-2009,10.971377,10.753693,10.923556,10.849832,130684007,10.849832
10-06-2009,10.90637,10.626918,10.865025,10.774614,134859599,10.774614
11-06-2009,10.802759,10.669259,10.753942,10.68495,115037579,10.68495
